ID,Income,Kids,Teens,Age,Marital Status,Education Level,State,Campaign Purchase,Complaint,Pilot,Enrollment,Recency,Teas,Fruits,Meats,Seafood,Sweets,Premium,Regular,Deals,Website,Catalog,Store,Visits
2687,141154,0,1,42,Together,Graduate,State-California,None,0,0,9/14/2019,98,151,7,38,7,10,24,189,1,1,0,4,5
2136,123091,1,1,57,Single,PhD,State-Florida,None,0,0,11/1/2020,98,187,0,59,0,0,11,235,4,2,1,3,7
3133,131560,1,0,46,Single,PhD,State-Illinois,None,0,0,11/29/2019,98,258,4,83,17,0,29,333,2,2,1,3,8
1906,124401,0,0,41,Together,Master,State-Other,None,0,0,2/5/2019,98,372,143,1106,51,122,586,1208,3,6,1,6,8
2684,154222,0,1,47,Married,PhD,State-New York,None,0,0,8/5/2020,98,566,34,88,9,34,20,711,1,3,3,5,3
2037,142557,0,1,46,Married,Graduate,State-Texas,None,0,0,2/3/2019,98,643,17,178,0,17,50,804,4,6,1,4,8
3016,183273,1,2,50,Single,Graduate,State-Other,None,0,0,3/2/2019,98,953,196,1431,35,224,224,2615,10,4,6,9,7
1777,170421,0,1,66,Married,PhD,State-Illinois,None,0,0,12/2/2020,98,1159,68,329,182,34,85,1687,3,10,3,7,6
1180,166973,0,0,31,Together,PhD,State-Other,None,0,0,10/22/2019,98,1162,55,1077,366,282,254,2688,1,8,7,12,3
1818,181702,0,0,40,Divorced,Graduate,State-Florida,None,0,0,2/28/2019,98,1252,111,1721,62,69,416,2800,1,7,7,12,3
1671,150611,0,1,60,Divorced,PhD,State-Texas,MC4,0,1,3/11/2019,98,1366,0,71,18,0,12,1443,6,4,5,7,6
2353,150611,0,1,60,Divorced,PhD,State-Illinois,MC4,0,0,3/11/2019,98,1366,0,71,18,0,12,1443,6,4,5,7,6
2100,147025,0,1,42,Married,Without Learning,State-Florida,None,0,0,2/17/2020,98,1588,34,184,72,16,91,1804,5,11,1,6,9
2030,144529,0,1,54,Married,Graduate,State-New York,MC4,0,0,12/10/2019,98,1746,42,295,55,19,84,2074,6,6,2,11,5
2242,190687,0,0,37,Divorced,PhD,State-Other,MC5,0,1,10/27/2019,98,2065,36,1413,48,71,107,3526,1,6,2,8,2
1227,173455,0,0,52,Widow,Graduate,State-Texas,MC4,0,0,4/3/2020,98,2128,144,1788,439,385,47,4836,1,6,5,10,3
2218,184906,0,0,48,Together,Graduate,State-Other,MC4,0,0,3/10/2020,98,2171,33,902,216,65,166,3221,1,5,6,12,2
3094,184906,0,0,48,Together,Graduate,State-Other,MC4,0,0,3/10/2020,98,2171,33,902,216,65,166,3221,1,5,6,12,2
2757,164590,0,0,52,Married,Graduate,State-Texas,None,0,0,3/21/2019,98,2344,352,428,92,117,76,3257,1,9,4,10,6
2347,137971,1,0,47,Married,Graduate,State-Illinois,None,0,0,5/1/2020,97,18,15,36,7,7,25,58,1,1,0,3,8
2255,123748,1,0,52,Divorced,Master,State-California,None,0,0,4/28/2019,97,31,31,151,63,78,42,313,3,2,1,3,8
3013,138680,1,0,36,Married,Graduate,State-Illinois,None,0,0,9/2/2019,97,39,0,129,54,18,43,197,1,2,0,3,7
3029,148794,1,1,67,Together,Graduate,State-California,None,0,0,11/30/2020,97,76,0,34,9,0,46,73,1,1,0,3,4
2277,134043,1,0,42,Together,PhD,State-Texas,None,0,0,3/31/2020,97,79,8,55,12,0,39,114,1,2,0,2,9
2955,124570,1,0,36,Married,Graduate,State-Texas,None,0,0,8/4/2019,97,142,172,314,56,71,223,532,3,4,0,4,9
2980,130368,0,1,43,Married,Graduate,State-Other,None,0,0,4/13/2020,97,150,0,56,9,0,9,206,2,2,0,3,8
2715,155761,0,1,56,Together,Graduate,State-Texas,MC4,0,0,9/28/2020,97,380,3,34,0,8,89,335,2,4,1,3,6
1244,145989,0,1,56,Single,Graduate,State-New York,None,0,0,3/29/2019,97,438,105,276,89,76,38,946,4,3,2,7,3
1494,139665,1,0,39,Together,PhD,State-Florida,MC3,0,0,10/30/2019,97,447,4,197,0,4,109,542,3,4,2,3,7
2116,149669,1,0,46,Together,Without Learning,State-Other,None,0,0,10/28/2020,97,500,15,322,33,24,87,808,2,5,1,6,6
2511,123331,1,0,32,Single,Without Learning,State-Texas,None,0,0,3/12/2019,97,550,106,534,127,79,26,1369,6,5,1,5,9
2801,154111,0,1,55,Widow,PhD,State-California,None,0,0,1/30/2020,97,760,17,154,23,9,142,820,2,5,2,6,5
1228,164961,0,1,62,Together,Graduate,State-Other,None,0,0,5/30/2019,97,970,289,701,190,315,96,2369,2,6,4,4,3
2846,169932,0,1,56,Divorced,Graduate,State-New York,None,0,0,11/17/2019,97,1001,418,372,364,255,139,2272,2,7,6,11,4
1878,178331,0,1,62,Divorced,Graduate,State-Florida,None,0,0,6/29/2020,97,1721,314,806,364,385,139,3451,2,10,6,7,4
2773,163404,0,2,56,Together,Graduate,State-Illinois,MC1,0,0,11/10/2020,97,1892,67,180,28,113,44,2237,2,6,3,4,4
2233,177766,0,1,53,Married,PhD,State-Illinois,MC3,0,1,7/30/2019,97,2295,135,606,263,135,62,3372,2,11,10,11,6
2644,177766,0,1,53,Married,PhD,State-Other,MC3,0,1,7/30/2019,97,2295,135,606,263,135,62,3372,2,11,10,11,6
1807,193404,1,2,66,Married,Graduate,State-Illinois,MC4,0,0,10/12/2019,97,2648,31,594,41,0,31,3284,3,3,4,7,5
1167,138285,2,1,61,Together,Graduate,State-Texas,None,0,0,11/28/2020,96,7,0,18,7,0,4,29,1,0,0,3,2
1423,107500,1,0,34,Married,Without Learning,State-Illinois,None,0,0,7/15/2019,96,14,158,72,57,86,129,258,2,2,0,3,8
2414,142523,0,0,56,Married,Graduate,State-New York,None,0,0,9/27/2020,96,47,121,37,10,87,117,184,1,1,1,4,2
3150,142523,0,0,56,Married,Graduate,State-Florida,None,0,0,9/27/2020,96,47,121,37,10,87,117,184,1,1,1,4,2
1830,115072,2,0,40,Married,Graduate,State-Florida,None,0,0,10/15/2019,96,61,15,115,0,76,137,130,4,3,1,3,5
3041,131761,1,0,36,Married,Graduate,State-California,None,0,0,9/9/2020,96,79,4,83,66,58,116,174,2,3,0,4,5
1860,117117,1,0,42,Together,Without Learning,State-Florida,None,0,0,6/24/2019,96,82,157,260,205,123,48,780,4,3,1,3,9
1473,128457,0,0,68,Widow,Without Learning,State-Texas,None,0,0,4/4/2019,96,108,5,488,131,131,63,799,1,4,1,4,8
1767,117144,1,1,60,Together,Master,State-Texas,None,0,0,7/22/2020,96,123,14,130,0,14,41,239,5,3,0,4,7
2572,117144,1,1,60,Together,Master,State-Other,None,0,0,7/22/2020,96,123,14,130,0,14,41,239,5,3,0,4,7
1937,159754,0,1,55,Married,Graduate,State-California,None,0,1,5/8/2019,96,307,72,118,11,390,372,527,3,5,2,6,5
2350,157338,0,1,45,Single,Graduate,State-Other,None,0,0,10/3/2020,96,392,16,143,30,22,47,557,2,4,1,5,5
2925,151141,0,0,80,Single,PhD,State-Texas,None,0,0,12/13/2019,96,426,0,21,0,0,18,429,1,3,1,4,5
1141,165747,0,1,51,Married,Graduate,State-Illinois,MC4,0,0,8/11/2020,96,872,43,121,58,33,33,1094,4,8,1,6,6
1987,165569,0,1,67,Married,Master,State-Illinois,None,0,0,4/12/2019,96,1002,116,727,51,96,177,1816,2,6,5,10,3
2191,142213,0,1,63,Together,Graduate,State-Illinois,MC4,0,0,3/18/2020,96,1041,10,81,13,10,67,1088,2,5,1,7,7
1028,184618,0,0,55,Married,PhD,State-New York,MC5,0,0,4/28/2020,96,1492,218,1748,46,144,0,3648,1,6,9,10,2
2187,184618,0,0,55,Married,PhD,State-Texas,MC5,0,0,4/28/2020,96,1492,218,1748,46,144,0,3648,1,6,9,10,2
2462,179419,0,0,50,Together,Master,State-New York,None,0,0,11/26/2020,96,1697,287,1552,45,34,70,3545,1,4,6,4,2
1689,166375,0,1,72,Together,PhD,State-Texas,MC3,0,0,4/27/2020,96,1785,0,113,0,0,479,1419,3,2,4,5,7
1668,186857,0,0,48,Single,PhD,State-Florida,None,0,1,2/17/2019,96,1934,219,1803,286,219,86,4376,1,5,6,10,2
1865,186857,0,0,48,Single,PhD,State-California,None,0,1,2/17/2019,96,1934,219,1803,286,219,86,4376,1,5,6,10,2
2132,168142,0,1,56,Together,Graduate,State-New York,None,0,0,2/3/2019,96,2213,311,484,225,276,91,3418,3,10,4,7,6
2064,140479,1,0,38,Together,Graduate,State-Florida,None,0,0,1/22/2020,95,17,0,28,7,0,0,52,1,0,0,3,4
2671,142033,1,1,49,Together,Without Learning,State-Illinois,None,0,0,2/24/2019,95,37,3,14,7,0,24,37,1,1,0,2,7
2884,131535,1,0,40,Married,Master,State-Other,MC3,0,0,3/2/2020,95,63,17,54,0,0,79,54,1,1,1,2,7
1080,129440,1,1,60,Married,Graduate,State-Florida,None,0,0,1/16/2020,95,75,35,62,44,18,13,220,2,1,0,4,7
1245,118701,1,1,56,Single,Graduate,State-Texas,None,0,0,11/9/2019,95,76,25,13,63,38,63,152,4,2,0,4,5
2782,118701,1,1,56,Single,Graduate,State-Other,None,0,0,11/9/2019,95,76,25,13,63,38,63,152,4,2,0,4,5
2083,138508,1,0,34,Married,Graduate,State-Illinois,None,0,0,1/7/2020,95,432,68,741,90,68,194,1205,6,7,2,5,8
2723,169901,0,1,51,Divorced,Graduate,State-California,None,0,0,11/3/2019,95,758,51,501,248,224,362,1419,3,7,3,10,5
1105,186037,0,0,29,Single,Graduate,State-Illinois,MC4,0,1,6/9/2019,95,1060,95,270,63,43,48,1483,1,6,7,11,3
2020,147703,0,1,67,Married,Graduate,State-Other,None,0,0,11/3/2019,95,1112,0,415,40,81,381,1266,4,6,3,8,5
1324,168655,0,0,32,Single,Graduate,State-Other,None,0,0,1/15/2019,95,1120,47,2044,184,290,93,3591,1,4,5,11,3
2586,168655,0,0,32,Single,Graduate,State-Florida,None,0,0,1/15/2019,95,1120,47,2044,184,290,93,3591,1,4,5,11,3
1334,171113,0,1,63,Married,Graduate,State-New York,None,0,0,5/23/2020,95,1191,79,614,26,79,19,1971,4,6,7,9,4
3047,169520,0,0,37,Married,Graduate,State-California,None,0,0,12/12/2019,95,1529,293,1010,295,195,227,3094,1,9,6,5,5
1856,180812,0,0,67,Together,Graduate,State-New York,MC3,0,0,2/22/2020,95,1721,49,1119,470,320,74,3605,1,4,8,5,2
2259,171847,0,0,42,Divorced,Graduate,State-Texas,MC1,0,0,2/26/2019,95,1763,50,254,132,151,502,1847,0,6,7,9,3
2520,151983,0,1,56,Divorced,Graduate,State-Florida,None,0,0,2/5/2019,95,1845,0,336,29,20,88,2143,3,9,2,10,7
1505,173454,0,0,33,Single,Master,State-California,MC3,0,0,8/5/2020,95,2319,172,829,132,33,413,3072,1,2,4,6,5
1843,107500,0,0,33,Married,Graduate,State-Illinois,None,0,0,6/16/2019,94,0,29,43,57,14,72,72,1,0,0,3,6
1097,124594,1,0,41,Together,Basic,State-California,None,0,0,5/16/2020,94,5,15,30,51,0,46,56,1,1,0,3,5
2619,124594,1,0,41,Together,Basic,State-Texas,None,0,0,5/16/2020,94,5,15,30,51,0,46,56,1,1,0,3,5
2166,122327,1,0,35,Single,Graduate,State-Florida,None,0,0,1/7/2020,94,27,22,44,11,0,27,77,1,1,0,3,5
1573,124221,0,0,61,Together,Graduate,State-Illinois,None,0,0,1/25/2020,94,41,46,46,10,26,113,56,1,1,1,3,4
1611,134487,1,1,43,Divorced,PhD,State-Texas,None,0,0,2/11/2019,94,74,70,129,94,4,31,339,3,3,0,3,9
1889,147889,1,0,46,Together,Graduate,State-California,None,0,0,6/10/2020,94,90,0,90,0,15,12,182,1,2,0,3,5
1815,135441,1,1,53,Married,Graduate,State-Texas,None,0,0,7/22/2019,94,96,4,34,8,4,4,141,2,1,0,3,8
1600,135791,2,1,55,Single,Master,State-Other,None,0,0,10/11/2019,94,102,0,19,0,0,11,110,2,1,0,3,8
2352,135791,2,1,55,Single,Master,State-Florida,None,0,0,10/11/2019,94,102,0,19,0,0,11,110,2,1,0,3,8
2108,146931,2,1,43,Together,Graduate,State-New York,None,0,0,9/28/2020,94,128,0,53,9,3,50,144,2,1,1,3,3
2248,119656,1,0,50,Together,Graduate,State-Other,None,0,0,7/16/2019,94,152,24,55,37,49,195,122,3,2,1,3,7
2174,162307,0,1,68,Single,Graduate,State-New York,None,0,0,7/24/2020,94,227,34,89,26,16,26,365,1,4,0,4,5
1676,161923,0,2,59,Married,Master,State-New York,None,0,0,12/31/2019,94,241,10,47,8,8,16,298,1,2,1,4,3
2919,134529,1,0,44,Married,Master,State-Texas,None,0,0,2/19/2019,94,265,23,148,12,23,160,312,2,2,2,3,7
1138,135688,2,1,47,Married,Without Learning,State-Other,None,0,0,1/27/2019,94,278,11,342,46,4,122,559,7,4,1,4,8
1367,135688,2,1,47,Married,Without Learning,State-California,None,0,0,1/27/2019,94,278,11,342,46,4,122,559,7,4,1,4,8
3135,191172,0,0,30,Single,Master,State-Texas,MC3,0,1,9/1/2019,94,340,59,1715,0,59,117,2055,0,4,3,7,3
1005,158293,1,0,39,Married,PhD,State-Texas,None,0,0,6/25/2020,94,470,117,320,125,73,41,1064,5,5,3,6,5
2877,173395,0,0,33,Married,Master,State-Texas,None,0,0,8/22/2020,94,643,17,189,47,17,26,886,1,4,4,6,2
1576,169882,0,0,55,Single,Master,State-Other,None,0,0,4/16/2020,94,710,309,1544,321,309,401,2791,1,3,7,9,1
1938,153700,0,1,68,Single,Graduate,State-Florida,None,0,0,1/22/2019,94,753,14,667,197,117,238,1511,4,5,5,8,5
1812,148789,0,0,28,Single,Graduate,State-Florida,None,0,0,2/15/2019,94,1070,49,476,21,15,442,1189,1,6,4,7,6
1886,185072,0,0,43,Single,Graduate,State-New York,None,0,0,9/13/2020,94,1075,200,851,422,24,524,2047,1,3,4,10,0
3011,175330,1,1,43,Married,Graduate,State-California,None,0,0,3/11/2019,94,1292,191,598,216,142,142,2297,4,10,3,12,6
2284,171626,0,0,41,Married,Graduate,State-Other,MC4,0,0,4/8/2019,94,1308,173,901,225,347,173,2782,1,5,5,8,3
2008,115038,1,0,33,Single,Basic,State-Other,None,0,0,7/6/2019,93,31,61,84,145,92,199,214,2,2,1,2,9
1181,138872,1,0,32,Married,Graduate,State-California,None,0,0,11/4/2019,93,82,11,75,11,68,79,168,2,3,0,3,8
1608,113624,1,0,44,Married,Graduate,State-Florida,None,0,0,6/27/2019,93,83,17,125,17,8,50,200,2,2,0,3,6
1208,145204,1,0,32,Together,Without Learning,State-New York,None,0,0,9/15/2020,93,96,35,80,93,3,58,251,1,1,1,4,3
3036,142554,1,1,42,Together,Graduate,State-Florida,None,0,0,6/19/2019,93,97,3,37,0,0,0,137,2,2,0,3,4
2906,167472,0,1,73,Married,PhD,State-New York,None,0,0,3/4/2020,93,402,77,315,20,42,171,685,2,4,2,7,3
2156,147353,0,1,60,Married,Master,State-New York,None,0,0,4/19/2020,93,573,6,59,25,25,12,675,3,2,2,6,5
1873,176630,0,0,37,Married,Graduate,State-Illinois,None,0,0,6/20/2020,93,588,71,1028,92,129,403,1505,1,3,10,11,1
1496,148920,0,2,56,Married,Graduate,State-New York,MC4,0,0,3/26/2020,93,725,52,207,24,30,18,1020,3,6,2,5,7
1907,177583,0,0,42,Married,Graduate,State-California,MC1,0,0,7/17/2020,93,851,53,879,572,27,247,2136,1,4,5,9,2
1468,183151,0,0,60,Together,Master,State-Other,None,0,0,3/17/2019,93,896,62,220,264,163,40,1566,1,5,9,4,3
1462,162010,0,1,48,Married,PhD,State-Other,None,0,0,3/30/2019,93,969,57,102,16,0,240,904,4,6,2,7,5
2422,178041,0,0,49,Married,Without Learning,State-Other,None,0,0,5/23/2019,93,1100,80,1262,164,365,39,2932,1,4,4,9,2
2050,167023,0,0,42,Married,Graduate,State-Other,None,1,0,8/8/2020,93,1106,110,952,27,20,42,2173,1,3,7,13,2
1295,164100,0,1,56,Married,Master,State-California,MC4,0,0,2/15/2020,93,1303,0,69,0,0,26,1347,1,8,3,6,7
1335,171952,1,0,34,Married,Graduate,State-Texas,MC3,0,0,6/17/2019,93,1568,191,1087,124,256,222,3004,2,8,4,8,4
1686,171952,1,0,34,Married,Graduate,State-Florida,MC3,0,0,6/17/2019,93,1568,191,1087,124,256,222,3004,2,8,4,8,4
3087,172217,0,0,58,Single,Master,State-Texas,None,0,0,9/15/2019,93,1946,100,1073,131,134,367,3017,1,3,10,8,2
2423,152852,0,1,63,Married,Graduate,State-California,MC3,0,0,5/8/2019,93,2065,23,286,32,0,136,2270,4,10,7,5,8
2888,177870,0,1,53,Married,Graduate,State-New York,MC4,0,1,1/27/2019,93,2323,114,1142,148,114,304,3538,3,5,5,5,8
2542,163972,0,1,56,Single,Master,State-Other,MC4,0,0,5/9/2019,93,2379,161,651,0,31,31,3191,4,5,4,10,4
1363,130822,1,0,51,Single,Graduate,State-Illinois,None,0,0,11/19/2019,92,13,38,55,8,51,51,115,1,1,0,3,7
1929,139771,1,0,43,Together,Graduate,State-Texas,None,0,0,5/12/2020,92,21,7,63,7,28,49,77,1,2,0,3,4
2510,123331,1,0,32,Married,Without Learning,State-New York,None,0,0,2/9/2019,92,26,190,37,0,53,238,69,2,3,0,3,8
1045,141728,1,0,52,Together,Graduate,State-Illinois,None,0,0,10/29/2019,92,44,20,51,10,17,44,98,1,2,0,2,10
1484,127203,1,1,70,Together,Graduate,State-New York,None,0,0,1/11/2019,92,61,9,98,19,0,112,75,2,1,1,2,8
1604,131632,0,0,49,Single,Graduate,State-New York,None,0,0,12/19/2019,92,71,33,50,46,62,133,129,1,2,1,2,7
2054,139722,0,1,67,Married,Graduate,State-New York,None,0,0,7/31/2020,92,113,0,18,7,0,28,109,2,2,0,3,5
2022,138998,1,1,66,Married,Graduate,State-Florida,None,1,0,4/10/2019,92,121,4,50,0,0,18,157,3,2,0,3,8
2547,138998,1,1,66,Married,Graduate,State-Texas,None,1,0,4/10/2019,92,121,4,50,0,0,18,157,3,2,0,3,8
1240,126490,0,0,62,Together,Without Learning,State-Other,None,0,0,2/27/2019,92,215,224,248,100,96,119,764,2,3,1,5,6
1639,126490,0,0,62,Together,Without Learning,State-Illinois,None,0,0,2/27/2019,92,215,224,248,100,96,119,764,2,3,1,5,6
1430,142618,1,0,48,Divorced,Master,State-New York,None,0,0,3/15/2020,92,254,47,248,44,17,33,576,2,5,0,4,8
2234,174716,0,1,48,Married,Graduate,State-New York,None,0,0,2/17/2020,92,311,63,984,30,456,166,1679,2,7,3,5,4
2589,133955,1,0,45,Single,Graduate,State-Texas,None,0,0,1/14/2020,92,395,8,505,91,28,39,986,4,5,1,5,8
1745,175127,0,0,68,Single,Graduate,State-California,None,0,0,10/26/2020,92,473,82,711,107,40,529,883,1,2,11,5,1
1915,175127,0,0,68,Single,Graduate,State-Illinois,None,0,0,10/26/2020,92,473,82,711,107,40,529,883,1,2,11,5,1
2376,160544,1,1,59,Married,Graduate,State-Florida,None,0,0,1/30/2019,92,533,5,114,8,13,93,581,4,5,1,5,6
2412,160544,1,1,59,Married,Graduate,State-Florida,None,0,0,1/30/2019,92,533,5,114,8,13,93,581,4,5,1,5,6
3083,145736,0,1,66,Married,Master,State-California,None,0,0,12/29/2019,92,599,10,574,64,10,137,1118,5,7,1,6,7
3015,149767,0,0,29,Single,Graduate,State-Texas,None,0,0,10/7/2019,92,608,141,593,166,126,448,1186,1,5,4,8,4
2688,180398,0,0,54,Married,Graduate,State-Florida,MC5,0,0,4/17/2019,92,767,114,2100,464,79,58,3467,1,5,8,12,3
2988,134445,0,0,39,Married,Basic,State-Florida,None,0,0,7/4/2019,92,890,476,476,812,504,117,3041,6,11,2,8,9
1732,151518,0,1,62,Together,PhD,State-Other,None,0,0,3/9/2020,92,1029,24,194,50,12,12,1297,2,3,2,10,3
2781,107144,0,2,54,Single,PhD,State-Texas,None,0,0,5/13/2020,92,1215,60,495,75,30,4364,-2490,0,23,1,1,0
1471,160093,0,1,46,Married,Graduate,State-Illinois,None,0,0,12/1/2019,92,1337,32,290,43,16,240,1479,2,7,2,10,6
3038,167046,0,1,69,Widow,Graduate,State-New York,None,0,0,6/13/2019,92,1355,87,331,57,376,267,1941,2,4,5,4,2
2803,180739,0,0,62,Married,Master,State-Illinois,None,0,0,10/28/2019,92,1509,206,1648,87,0,206,3244,1,3,11,9,1
2488,173538,0,1,55,Married,Graduate,State-Other,None,0,0,5/2/2019,92,1914,179,1010,234,323,253,3408,3,10,4,9,7
1453,149269,1,0,49,Together,PhD,State-Illinois,None,0,0,1/20/2019,92,1936,24,503,33,24,176,2345,3,7,3,12,7
2595,152973,0,1,64,Married,Master,State-Texas,None,0,0,4/15/2019,92,2472,0,219,35,26,575,2177,7,9,6,9,8
2274,142997,1,1,43,Single,PhD,State-Florida,None,0,0,5/13/2020,91,13,0,17,0,3,17,17,1,1,0,2,7
2049,122304,0,0,64,Divorced,Graduate,State-Texas,None,0,0,1/9/2019,91,16,11,38,0,22,11,77,1,1,0,2,8
1457,138415,1,1,42,Married,Graduate,State-California,None,0,0,6/9/2019,91,79,4,47,14,0,14,130,2,1,0,3,7
2512,109255,1,0,31,Single,Graduate,State-Other,None,0,0,5/26/2020,91,106,0,83,24,0,47,165,1,1,1,2,8
2027,133585,0,1,54,Married,Master,State-California,None,0,0,3/1/2020,91,119,44,131,52,24,115,255,1,2,0,4,4
1749,146891,0,1,55,Married,Without Learning,State-Texas,None,0,0,2/6/2020,91,135,38,72,91,47,191,191,1,2,1,4,4
2177,146891,0,1,55,Married,Without Learning,State-California,None,0,0,2/6/2020,91,135,38,72,91,47,191,191,1,2,1,4,4
2072,139190,1,0,46,Single,PhD,State-New York,None,0,0,9/30/2020,91,242,28,64,67,28,43,387,2,2,1,4,5
1152,123228,1,0,36,Married,Graduate,State-Florida,None,0,0,6/11/2020,91,281,16,260,37,21,27,589,4,3,0,4,8
1433,155707,0,1,67,Married,PhD,State-California,None,0,0,5/28/2020,91,581,20,229,84,184,98,1001,2,3,2,9,3
2129,157744,0,1,66,Married,PhD,State-California,None,0,0,4/18/2020,91,956,8,107,0,0,52,1019,2,9,1,4,8
2793,150387,0,2,64,Married,Graduate,State-Texas,None,0,0,2/5/2020,91,1101,27,260,36,42,101,1364,3,6,2,8,5
3136,190000,0,0,36,Married,Graduate,State-Other,MC3,0,0,5/29/2020,91,1425,304,281,198,405,509,2105,1,4,8,5,1
2758,171232,0,1,61,Together,Graduate,State-Other,None,0,0,5/4/2020,91,1570,41,409,82,63,41,2123,2,11,2,10,7
2240,176653,0,0,51,Together,Graduate,State-New York,MC5,0,0,1/21/2020,91,1696,145,2180,505,436,290,4671,1,4,7,11,2
2330,176542,0,0,64,Together,PhD,State-New York,None,0,0,9/4/2019,91,1831,168,1322,0,67,32,3356,1,4,8,10,2
3218,167312,0,0,1,Divorced,Graduate,State-New York,MC4,0,0,7/1/2020,91,2257,119,539,80,30,60,2965,1,2,3,-10,6
1018,176995,0,1,71,Married,Master,State-Other,MC1,0,0,9/2/2019,91,2326,184,1145,0,37,405,3287,2,11,4,9,5
3203,156981,0,0,39,Divorced,Graduate,State-California,MC4,0,0,7/1/2020,91,2502,132,598,88,33,66,3287,1,2,3,13,6
1333,133181,1,0,44,Married,Master,State-Illinois,MC3,0,0,6/9/2020,90,36,0,12,0,0,16,32,1,1,0,2,6
2817,127071,1,0,52,Divorced,Master,State-Texas,None,0,0,9/27/2020,90,38,14,89,0,9,14,136,2,2,0,3,6
2707,137244,1,1,65,Divorced,Graduate,State-Illinois,MC3,0,0,10/2/2019,90,66,7,37,0,0,92,18,1,1,1,2,7
3064,148699,1,1,70,Married,PhD,State-Other,None,0,0,10/26/2019,90,79,3,31,6,0,3,116,1,1,0,3,5
1166,138853,1,1,50,Married,PhD,State-New York,None,0,0,10/27/2020,90,104,0,50,0,0,7,147,2,2,0,3,7
1673,142315,0,1,62,Together,Master,State-California,None,0,0,12/17/2019,90,225,50,269,57,37,269,370,3,1,4,4,3
1397,146923,1,0,33,Single,Graduate,State-California,None,0,0,1/27/2019,90,266,138,169,319,244,19,1118,3,5,1,7,7
1746,148726,0,1,65,Married,Graduate,State-Florida,None,0,0,10/2/2019,90,421,9,116,12,0,180,378,3,3,2,4,6
1595,145006,0,0,76,Widow,Master,State-California,None,0,0,12/23/2019,90,522,81,171,52,0,32,793,1,3,1,7,3
1439,138988,1,2,48,Married,Graduate,State-California,None,0,0,1/25/2019,90,585,86,367,43,11,150,941,7,5,1,6,8
2225,127683,1,0,42,Together,PhD,State-California,None,0,0,1/9/2019,90,701,42,558,55,55,208,1204,4,6,2,4,8
1702,159111,0,0,66,Married,Graduate,State-Other,None,0,0,10/7/2019,90,1410,0,361,75,75,417,1505,1,11,1,8,7
2984,165814,0,1,54,Together,PhD,State-New York,None,0,0,8/6/2020,90,1413,35,285,25,35,88,1706,3,8,2,10,5
1758,174250,0,0,62,Together,PhD,State-Florida,None,0,0,7/2/2020,90,1596,26,920,176,0,0,2718,1,2,11,4,1
2262,149118,0,0,49,Divorced,Without Learning,State-Florida,MC4,0,1,1/23/2019,90,1882,164,726,301,298,361,3009,2,9,7,10,7
