ID,MC3,MC4,MC5,MC1,MC2,Complaint,Pilot,Enrollment
1203,0,0,0,0,0,0,0,9/5/2020
1560,0,0,0,0,0,0,0,9/5/2020
2908,0,0,0,0,0,0,0,9/5/2020
1187,1,0,0,0,0,0,1,9/4/2020
1399,0,0,0,0,0,0,0,9/4/2020
1534,0,0,0,0,0,0,0,9/4/2020
2872,0,0,1,0,0,0,0,9/4/2020
3056,0,1,0,0,0,0,0,9/4/2020
1093,0,0,0,0,0,0,0,9/3/2020
1368,0,0,0,0,0,0,0,9/3/2020
2019,1,0,0,0,0,0,1,9/3/2020
2210,0,0,0,0,0,0,0,9/3/2020
2404,0,0,0,0,0,0,0,9/3/2020
2676,0,0,0,0,0,0,0,9/3/2020
2993,0,0,0,0,0,1,0,9/3/2020
1533,0,0,0,0,0,0,0,9/2/2020
1700,0,0,0,0,0,0,0,9/2/2020
1799,0,0,0,0,0,0,0,9/2/2020
2276,0,0,0,0,0,0,0,9/2/2020
2304,0,0,0,0,0,0,0,9/2/2020
2377,0,0,0,0,0,0,0,9/2/2020
2516,0,0,0,0,0,0,0,9/1/2020
3050,0,0,0,0,0,0,0,8/31/2020
1677,0,0,0,0,0,0,0,8/30/2020
1976,0,0,0,0,0,0,0,8/30/2020
2660,0,0,0,0,0,0,0,8/29/2020
2946,1,0,0,0,0,0,0,8/29/2020
3114,0,0,0,0,0,0,0,8/29/2020
2085,0,0,0,0,0,0,0,8/28/2020
2229,0,0,0,0,0,0,0,8/28/2020
2608,0,0,0,0,0,0,0,8/28/2020
3115,0,0,0,0,0,0,0,8/28/2020
1085,0,0,0,0,0,0,0,8/27/2020
1787,0,0,0,0,0,0,0,8/27/2020
2141,0,0,0,0,0,0,0,8/27/2020
2425,0,0,0,0,0,0,0,8/27/2020
2552,0,0,0,0,0,0,1,8/27/2020
2616,0,0,0,0,0,0,0,8/27/2020
2705,0,0,0,0,0,0,0,8/27/2020
2913,0,0,0,0,0,0,0,8/27/2020
3175,0,1,0,0,0,0,0,8/27/2020
1345,0,0,0,0,0,0,0,8/26/2020
1820,1,0,0,0,0,0,0,8/25/2020
1971,0,1,1,1,1,0,1,8/25/2020
2678,0,0,0,0,0,0,0,8/25/2020
1258,0,0,0,0,0,1,0,8/24/2020
2481,0,0,1,0,0,0,0,8/24/2020
2808,0,0,0,0,0,0,0,8/24/2020
3069,0,0,0,0,0,0,0,8/24/2020
1063,1,0,0,1,0,0,1,8/23/2020
1764,0,0,0,0,0,0,0,8/23/2020
2239,1,0,0,0,0,0,0,8/23/2020
1199,0,0,0,0,0,0,0,8/22/2020
2273,0,0,0,0,0,0,0,8/22/2020
2749,0,0,0,0,0,0,0,8/22/2020
2877,0,0,0,0,0,0,0,8/22/2020
3152,0,0,0,0,0,0,0,8/22/2020
1286,0,1,0,0,0,0,0,8/21/2020
1428,0,0,0,0,0,0,0,8/21/2020
1497,0,0,1,0,0,0,0,8/21/2020
1835,0,1,0,1,0,0,1,8/21/2020
2061,0,0,0,0,0,0,0,8/21/2020
2070,0,0,0,0,0,0,1,8/21/2020
2152,0,0,0,0,0,0,0,8/21/2020
2394,0,0,0,0,0,0,0,8/20/2020
3157,0,0,0,0,0,0,0,8/20/2020
1010,1,0,0,0,0,0,0,8/17/2020
1682,0,0,0,0,0,0,0,8/16/2020
1797,0,0,0,0,0,0,0,8/16/2020
2075,0,0,0,0,0,0,0,8/16/2020
2708,0,0,1,0,0,0,0,8/16/2020
3126,0,1,0,0,0,0,0,8/16/2020
1301,0,0,0,0,0,0,0,8/15/2020
2491,0,0,0,0,0,0,0,8/15/2020
1605,0,1,1,0,0,0,0,8/14/2020
1618,0,0,0,0,0,0,0,8/14/2020
1890,0,0,0,0,0,0,0,8/14/2020
2844,0,1,1,1,0,0,1,8/14/2020
3142,0,1,0,1,0,0,0,8/14/2020
1728,0,0,0,0,0,0,0,8/13/2020
2584,0,0,0,0,0,0,0,8/13/2020
1002,0,0,0,0,0,0,0,8/12/2020
1175,0,0,0,0,0,0,0,8/12/2020
1529,0,0,0,0,0,0,0,8/12/2020
2527,0,0,0,0,0,0,0,8/12/2020
2630,0,0,0,0,0,0,0,8/12/2020
1141,0,1,0,0,0,0,0,8/11/2020
2310,0,0,0,0,0,0,0,8/11/2020
1452,0,0,0,0,0,0,0,8/10/2020
2245,0,0,0,0,0,0,1,8/10/2020
1294,0,0,1,0,0,0,0,8/9/2020
2674,0,0,0,0,0,0,0,8/9/2020
3138,0,1,0,0,0,0,0,8/9/2020
1837,0,0,0,0,0,0,0,8/8/2020
2050,0,0,0,0,0,1,0,8/8/2020
3129,0,0,0,0,0,0,0,8/8/2020
1055,0,0,0,0,0,0,0,8/7/2020
1449,0,0,0,0,0,0,0,8/7/2020
2601,0,0,0,0,0,0,0,8/7/2020
2368,0,0,0,0,0,0,0,8/6/2020
2580,0,0,0,0,0,0,0,8/6/2020
2984,0,0,0,0,0,0,0,8/6/2020
1270,0,0,0,0,0,0,0,8/5/2020
1289,0,0,0,0,0,0,0,8/5/2020
1503,0,0,1,1,0,0,0,8/5/2020
1505,1,0,0,0,0,0,0,8/5/2020
1810,0,0,0,0,0,0,0,8/5/2020
2684,0,0,0,0,0,0,0,8/5/2020
2845,0,0,0,0,0,0,0,8/5/2020
3106,0,0,0,0,0,0,0,8/5/2020
2942,0,0,0,0,0,0,0,8/4/2020
3111,0,0,0,0,0,0,0,8/4/2020
2170,0,0,0,0,0,0,0,8/3/2020
2727,0,0,0,0,0,0,0,8/3/2020
2017,0,0,0,0,0,0,0,8/2/2020
2626,0,0,0,0,0,0,0,8/2/2020
1079,0,0,0,0,0,0,0,8/1/2020
1158,0,0,0,0,0,0,0,8/1/2020
1378,0,0,0,0,0,0,0,8/1/2020
1978,0,0,0,0,0,0,0,8/1/2020
2560,0,0,0,0,0,0,1,8/1/2020
1113,0,0,0,0,0,0,1,7/31/2020
1346,0,0,0,0,0,0,0,7/31/2020
1448,0,0,0,0,0,0,0,7/31/2020
2054,0,0,0,0,0,0,0,7/31/2020
2504,0,0,1,1,0,0,1,7/31/2020
2393,0,0,0,0,0,0,0,7/30/2020
3000,0,0,0,0,0,0,0,7/30/2020
2604,0,0,0,0,0,0,1,7/29/2020
2279,0,0,1,0,0,0,1,7/26/2020
3072,0,1,1,0,0,0,0,7/26/2020
1974,0,0,0,0,0,0,0,7/25/2020
2282,0,0,0,0,0,0,0,7/25/2020
2388,0,0,0,0,0,0,0,7/25/2020
1633,0,1,0,0,0,0,0,7/24/2020
2094,0,1,0,0,0,0,0,7/24/2020
2151,1,0,0,0,0,0,0,7/24/2020
2174,0,0,0,0,0,0,0,7/24/2020
2756,0,0,0,0,0,0,0,7/24/2020
1217,0,0,0,0,0,0,0,7/23/2020
1927,0,0,0,0,0,0,0,7/23/2020
2189,1,0,0,0,0,0,0,7/23/2020
2399,0,0,0,0,0,0,0,7/23/2020
1521,0,0,1,0,0,0,1,7/22/2020
1616,1,0,0,0,0,0,1,7/22/2020
1767,0,0,0,0,0,0,0,7/22/2020
1842,0,0,0,0,0,0,0,7/22/2020
2572,0,0,0,0,0,0,0,7/22/2020
1401,0,1,1,1,1,0,0,7/21/2020
2160,0,0,1,0,0,0,0,7/20/2020
2407,0,0,0,0,0,0,0,7/20/2020
2477,0,0,0,0,0,0,0,7/20/2020
2548,0,0,1,0,0,0,1,7/20/2020
2434,0,1,1,1,0,0,1,7/19/2020
2957,0,0,1,1,0,0,0,7/19/2020
2995,0,0,0,0,0,0,0,7/19/2020
1037,0,0,0,0,0,0,0,7/18/2020
1590,0,0,0,0,0,0,0,7/18/2020
1683,1,0,0,0,0,0,0,7/18/2020
1004,0,0,0,0,0,0,0,7/17/2020
1123,0,0,0,0,0,0,0,7/17/2020
1861,1,0,0,0,0,0,1,7/17/2020
1907,0,0,0,1,0,0,0,7/17/2020
1912,0,0,0,0,0,0,0,7/17/2020
1307,0,0,0,0,0,0,0,7/16/2020
2093,0,0,0,0,0,0,0,7/16/2020
2213,0,0,0,0,0,0,0,7/16/2020
2444,0,0,0,0,0,0,0,7/15/2020
1536,0,0,0,0,0,0,0,7/14/2020
2373,0,0,0,0,0,0,0,7/14/2020
2498,0,0,0,0,0,0,0,7/14/2020
2768,0,0,0,0,0,0,0,7/14/2020
2850,0,0,0,0,0,0,0,7/14/2020
3048,0,0,0,0,0,0,1,7/14/2020
2915,1,0,1,1,0,0,1,7/13/2020
3154,0,1,0,0,0,0,0,7/13/2020
2882,0,0,0,0,0,0,0,7/12/2020
2998,0,0,0,0,0,0,0,7/12/2020
3179,0,0,0,0,0,0,0,7/12/2020
1259,0,0,0,0,0,0,0,7/11/2020
1956,0,0,0,0,0,0,0,7/10/2020
1418,0,0,0,0,0,0,0,7/9/2020
1951,0,0,0,0,0,0,0,7/9/2020
2486,0,0,0,0,0,0,0,7/9/2020
2632,0,0,0,0,0,0,0,7/9/2020
2824,0,0,0,0,0,0,0,7/9/2020
2299,0,0,0,0,0,0,0,7/8/2020
2290,0,0,0,0,0,0,0,7/7/2020
1162,0,0,0,0,0,0,0,7/6/2020
1577,0,0,0,0,0,0,0,7/6/2020
2089,0,1,0,0,0,0,0,7/6/2020
3108,0,0,0,0,0,0,0,7/6/2020
1730,1,0,0,0,0,0,1,7/5/2020
1446,0,0,0,0,0,0,0,7/4/2020
2395,0,0,0,0,0,0,0,7/4/2020
2699,0,0,0,0,0,0,1,7/4/2020
3120,0,0,0,0,0,0,0,7/4/2020
1504,0,0,0,0,0,0,0,7/3/2020
1555,0,0,0,0,0,0,0,7/3/2020
2333,0,0,0,0,0,0,0,7/3/2020
2594,0,0,0,0,0,0,0,7/3/2020
1472,0,0,0,0,0,0,0,7/2/2020
1532,1,0,0,0,0,0,1,7/2/2020
1758,0,0,0,0,0,0,0,7/2/2020
1841,0,0,0,0,0,0,0,7/2/2020
1989,1,0,0,0,0,0,0,7/2/2020
2436,0,1,0,0,0,0,0,7/2/2020
2471,0,0,0,0,0,0,0,7/2/2020
1708,0,0,0,0,0,0,0,7/1/2020
1725,0,0,0,1,0,0,0,7/1/2020
2879,0,1,0,0,0,0,0,7/1/2020
3127,0,0,0,0,0,0,0,7/1/2020
3203,0,1,0,0,0,0,0,7/1/2020
3218,0,1,0,0,0,0,0,7/1/2020
1108,0,0,1,1,0,0,0,6/30/2020
2455,1,0,0,0,0,0,0,6/30/2020
3204,0,0,0,0,0,0,0,6/30/2020
3219,0,0,0,0,0,0,0,6/30/2020
1878,0,0,0,0,0,0,0,6/29/2020
2556,0,0,0,0,0,0,0,6/29/2020
2654,0,0,0,0,0,0,0,6/29/2020
2944,0,1,1,0,0,0,0,6/29/2020
3109,0,0,0,0,0,0,0,6/29/2020
1172,0,0,0,0,0,0,0,6/28/2020
2059,0,0,0,0,0,0,0,6/28/2020
2150,0,0,0,0,0,0,0,6/28/2020
2389,0,0,0,1,0,0,1,6/28/2020
3125,0,0,0,0,0,0,0,6/28/2020
1084,0,0,0,0,0,0,0,6/27/2020
2126,0,0,0,0,0,0,0,6/27/2020
2852,0,0,0,1,0,0,0,6/27/2020
2997,0,0,0,0,0,0,0,6/27/2020
3086,0,0,0,0,0,0,0,6/27/2020
1005,0,0,0,0,0,0,0,6/25/2020
2861,0,0,0,0,0,0,0,6/25/2020
2896,0,0,0,0,0,0,0,6/25/2020
1297,0,0,0,0,0,0,0,6/24/2020
1520,0,0,0,0,0,0,0,6/24/2020
2221,0,0,0,0,0,0,0,6/24/2020
2656,0,0,0,0,0,0,0,6/23/2020
2931,0,0,0,0,0,0,0,6/23/2020
3112,0,1,1,0,0,0,0,6/23/2020
3140,0,0,0,0,0,0,0,6/23/2020
1280,0,0,0,0,0,0,0,6/21/2020
1547,0,0,0,0,0,0,0,6/21/2020
1615,0,0,0,0,0,0,0,6/21/2020
2362,1,0,1,0,0,0,0,6/21/2020
1873,0,0,0,0,0,0,0,6/20/2020
2288,1,0,1,1,1,0,1,6/20/2020
1826,1,0,1,0,1,0,1,6/19/2020
2154,0,1,0,0,0,0,0,6/18/2020
1023,0,0,0,0,0,0,0,6/17/2020
1832,0,0,0,0,0,0,0,6/17/2020
1992,0,0,0,0,0,0,0,6/17/2020
2294,0,0,0,0,0,0,0,6/17/2020
2823,0,0,0,0,0,0,0,6/17/2020
2638,0,0,0,0,0,0,0,6/16/2020
2779,1,0,0,0,0,0,0,6/16/2020
3102,0,0,0,0,0,0,0,6/16/2020
3156,0,0,0,0,0,0,0,6/16/2020
3192,1,0,0,0,0,0,0,6/15/2020
3207,1,0,0,0,0,0,0,6/15/2020
1530,0,0,0,0,0,0,1,6/13/2020
2302,0,0,1,0,0,0,0,6/13/2020
2907,0,0,0,0,0,0,0,6/13/2020
1852,0,1,0,0,0,0,0,6/12/2020
1152,0,0,0,0,0,0,0,6/11/2020
2939,0,0,0,0,0,0,0,6/11/2020
1638,0,0,0,0,0,0,0,6/10/2020
1889,0,0,0,0,0,0,0,6/10/2020
1333,1,0,0,0,0,0,0,6/9/2020
1374,0,0,1,0,0,0,0,6/9/2020
1959,0,0,0,0,0,0,0,6/9/2020
1659,0,0,0,0,0,0,0,6/8/2020
2683,0,0,0,0,0,0,0,6/8/2020
2974,0,0,0,0,0,0,0,6/8/2020
1444,0,0,0,1,0,0,1,6/7/2020
1723,0,0,0,0,0,0,0,6/7/2020
1035,0,0,0,0,0,0,0,6/6/2020
1731,0,0,0,0,0,0,0,6/6/2020
2183,0,0,0,0,0,0,0,6/6/2020
1464,0,0,0,0,0,0,0,6/5/2020
1908,0,1,0,0,0,0,0,6/5/2020
2356,0,0,0,0,0,0,0,6/5/2020
1183,0,0,0,0,0,0,0,6/4/2020
1431,1,0,0,1,0,0,0,6/4/2020
2338,0,0,0,0,0,0,0,6/4/2020
2590,0,0,0,0,0,0,1,6/4/2020
2642,0,0,0,0,0,0,0,6/4/2020
1606,0,0,0,0,0,0,0,6/3/2020
1278,0,0,0,0,0,0,0,6/2/2020
1291,0,0,0,0,0,0,0,6/2/2020
3024,0,0,0,0,0,0,0,6/2/2020
3034,0,0,0,0,0,0,0,6/2/2020
1226,0,0,0,0,0,0,0,6/1/2020
1685,0,0,0,0,0,0,0,6/1/2020
1897,0,0,0,0,0,0,0,6/1/2020
2348,0,0,0,0,0,0,0,6/1/2020
1644,0,0,0,0,0,0,0,5/31/2020
1733,0,0,0,0,0,0,0,5/31/2020
2351,0,0,0,0,0,0,0,5/31/2020
3044,0,0,0,0,0,0,0,5/31/2020
